,Index,item,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,rating,char_length
328,328," I am polite, courteous to others.",0,0,0,0,0,0,0,0,0,2,5.25,34
329,329, I do the opposite of what is asked.,0,0,0,0,0,0,0,0,0,0,0.533333333,36
330,330, I get upset easily.,1,0,0,0,0,1,0,0,1,0,0.983333333,20
331,331, I avoid imposing my will on others.,0,0,0,1,0,0,0,0,1,0,3.616666667,36
332,332, I am a person whose moods go up and down easily.,0,0,0,0,0,0,0,0,0,0,1.25862069,49
333,333, I seldom notice the emotional aspects of paintings and pictures.,0,0,0,0,0,0,0,0,0,0,2.620689655,65
334,334, I feel threatened easily.,0,0,0,0,0,0,0,0,0,0,1.189655172,26
335,335, I do crazy things.,1,0,0,1,0,1,0,0,1,0,0.775862069,19
336,336, I dislike being the center of attention.,1,0,1,0,0,0,0,1,1,2,2.689655172,41
337,337, I am not embarrassed easily.,0,0,0,0,0,0,0,0,0,0,4.189655172,29
338,338, I don't worry about things that have already happened.,0,1,0,1,0,1,0,0,1,0,3.655172414,55
339,339, I rarely feel anxious or afraid.,0,1,0,2,0,0,0,0,2,0,4.396551724,33
340,340, I am filled with doubts about things.,0,0,0,0,0,0,0,0,0,0,1.603448276,38
341,341, I am hard to get to know.,0,0,0,0,0,0,0,0,0,0,1.637931034,26
342,342," I am respectful, treating others with respect.",0,1,0,0,1,0,0,2,0,2,5.24137931,47
343,343, I love to read challenging material.,0,0,0,0,1,0,0,0,0,1,4.706896552,37
344,344, I never spend more than I can afford.,0,0,0,0,0,0,0,0,0,1,4.5,38
345,345, I enjoy examining myself and my life.,0,1,0,0,1,0,0,1,0,1,4.189655172,38
346,346, I put people under pressure.,0,0,0,0,0,0,0,0,1,0,2,29
347,347, I start tasks right away.,0,1,0,0,0,0,0,0,0,0,5.096774194,26
348,348, I like to tidy up.,0,0,0,0,0,0,0,0,0,0,5,19
349,349, I seek conflict.,1,1,0,1,0,1,0,0,1,0,0.935483871,17
350,350, I never splurge.,0,0,0,0,0,0,0,0,0,0,3.516129032,17
351,351, I am not easily disturbed by events.,1,0,0,0,0,1,0,0,1,0,4.129032258,37
352,352, I do not like concerts.,0,0,0,0,0,0,0,0,0,0,2.935483871,24
353,353, I feel little concern for others.,0,0,0,0,0,0,0,0,0,0,1.483870968,34
354,354, I am a creature of habit.,0,0,1,1,0,0,0,0,1,0,3.161290323,26
355,355, I know how to cope.,0,0,0,0,0,0,0,0,0,0,4.774193548,20
356,356, I tend to be quiet,0,0,0,0,0,1,0,0,0,1,3.096774194,19
357,357, I sometimes behave irresponsibly.,0,0,0,0,0,0,0,0,0,0,1.403225806,34
358,358, I have difficulty getting started on tasks.,1,0,0,1,0,1,0,0,1,0,1.048387097,44
359,359, I suffer from others' sorrows.,0,0,0,0,0,0,0,0,1,0,2.467741935,31
360,360, I misrepresent the facts.,0,0,0,0,0,0,0,1,1,1,0.741935484,26
361,361, I don't put my mind on the task at hand.,0,0,0,0,0,0,0,0,0,1,0.983870968,41
362,362, I have a rich vocabulary.,0,0,0,0,0,0,0,0,0,1,4.5625,26
363,363, I talk to a lot of different people at parties.,0,0,0,0,0,0,0,0,0,1,4.015625,48
364,364, I keep my cool.,0,0,0,0,0,0,0,0,0,1,4.96875,16
365,365, I value art and beauty.,0,1,0,0,2,1,1,0,0,2,3.890625,24
366,366, I trust others.,0,0,0,0,0,0,0,1,0,0,4.5,16
367,367, I think quickly.,0,0,0,0,0,0,0,0,0,0,4.84375,17
368,368, I like to do things for others.,0,0,0,0,0,0,0,0,0,0,4.78125,32
369,369, I respect authority.,0,1,0,0,1,0,0,2,0,2,5.125,21
370,370, I rarely feel depressed.,1,0,0,1,0,1,0,0,1,0,4.234375,25
371,371, I laugh my way through life.,0,0,0,0,1,0,1,0,0,1,3.71875,29
372,372, I think highly of myself.,0,0,0,0,0,0,0,0,0,0,3.75,26
373,373," I am moody, having up and down mood swings.",1,0,0,0,0,1,0,0,1,0,1.109375,44
374,374, I stick to my chosen path.,0,0,0,0,0,0,0,0,0,1,3.890625,27
375,375, I can't be bothered with other's needs.,0,0,0,0,0,0,0,0,0,0,1.265625,40
376,376, I am afraid that I will do the wrong thing.,0,0,0,1,0,0,0,0,2,0,2.390625,44
377,377, I keep my emotions under control.,0,0,0,0,0,0,0,0,0,0,4.843137255,34
378,378, I make people feel welcome.,0,0,0,0,0,0,0,0,0,0,5.117647059,28
379,379, I am concerned about others.,0,0,0,1,0,1,0,0,0,0,4.980392157,29
380,380, I am the first to act.,0,0,0,0,0,0,0,0,0,0,4.568627451,23
381,381, I work hard.,0,0,0,0,0,0,0,0,0,0,5.647058824,13
382,382, I get irritated easily.,0,0,0,0,0,0,0,0,0,0,0.882352941,24
383,383, I stumble over my words.,1,0,0,0,0,0,0,0,2,0,1.568627451,25
384,384, I am passionate about causes.,0,1,0,0,1,0,0,1,0,1,4.607843137,30
385,385," I leave a mess, don't clean up.",0,0,1,0,1,1,1,1,2,1,0.666666667,32
386,386, I boast about my virtues.,0,0,0,0,0,0,0,0,1,1,1.607843137,26
387,387, I try to lead others.,0,0,0,0,0,0,0,0,0,1,4.509803922,22
388,388, I have a sharp tongue.,0,0,0,0,0,0,0,0,0,0,1.666666667,23
389,389, I have a low opinion of myself.,0,0,0,0,0,0,0,0,0,0,1.294117647,32
390,390, I feel desperate.,0,0,0,0,0,0,0,0,1,0,1.019607843,18
391,391, I do things in a half,0,0,0,0,0,0,0,0,0,0,0.588235294,22
392,392, I start conversations.,0,1,0,0,0,0,0,0,0,0,4.573770492,23
393,393, I carry the conversation to a higher level.,0,0,0,0,0,0,0,1,0,1,4.606557377,44
394,394, I am easy to satisfy.,0,0,0,0,0,0,0,0,0,0,3.819672131,22
395,395, I see that rules are observed.,0,0,0,0,0,0,0,0,0,0,4.721311475,31
396,396, I like to take my time.,0,1,0,0,0,0,0,0,0,0,3.491803279,24
397,397, I have a forgiving nature.,0,0,0,0,0,0,0,1,0,1,4.196721311,27
398,398," I am complex, a deep thinker.",0,0,0,0,0,0,0,0,0,1,4.426229508,30
399,399, I get back at others.,0,0,0,0,0,0,0,0,0,0,1.442622951,22
400,400, I am able to stand up for myself.,0,0,0,0,0,0,0,0,0,0,4.606557377,34
401,401, I warm up quickly to others.,0,0,0,0,0,0,0,0,0,0,4.557377049,29
402,402, I remain calm under pressure.,0,0,0,0,0,0,0,0,1,1,5.37704918,30
403,403, I keep in the background.,0,0,0,0,0,0,0,0,0,0,2.606557377,26
404,404, I am relaxed most of the time.,0,1,0,0,0,0,0,0,0,0,4.409836066,31
405,405, I love to daydream.,0,0,0,0,1,0,0,0,0,1,2.06557377,20
406,406, I believe in an eye for an eye.,0,0,0,0,0,0,0,0,0,0,1.721311475,32
407,407, I worry a lot.,0,1,0,1,0,1,0,0,1,0,1.717391304,15
408,408, I like to visit new places.,0,0,0,0,0,0,0,0,0,1,4.043478261,28
409,409, I involve others in what I am doing.,0,0,0,0,0,0,0,0,0,0,4.130434783,37
410,410, I am not easily annoyed.,0,0,0,0,0,0,0,0,0,0,4.695652174,25
411,411, I demand quality.,1,0,0,0,0,0,0,0,1,0,4.869565217,18
412,412, I experience very few emotional highs and lows.,0,0,0,0,0,0,0,0,0,0,3.956521739,48
413,413, I believe in the importance of art.,0,2,0,0,1,1,1,0,0,2,3.5,36
414,414, I often forget to put things back in their proper place.,0,0,0,0,0,0,0,0,1,1,1.760869565,57
415,415, I have little to say.,0,0,0,0,0,0,0,0,0,0,2.217391304,22
416,416, I want to be left alone.,0,0,0,0,0,0,0,0,0,0,1.673913043,25
417,417, I take no time for others.,0,1,0,0,0,0,0,0,0,0,1.217391304,27
418,418, I rush into things.,0,0,0,0,0,0,0,0,0,0,1.260869565,20
419,419, I lack the talent for influencing people.,0,0,0,0,0,0,0,0,1,1,1.608695652,42
420,420, I use flattery to get ahead.,0,0,0,0,0,0,0,0,0,1,1.804347826,29
421,421, I seldom toot my own horn.,0,0,0,0,0,0,0,0,0,0,3.673913043,27
422,422, I am on good terms with nearly everyone.,0,1,0,0,1,0,1,1,0,1,4.814814815,41
423,423," I am inventive, finding clever ways to do things.",0,0,0,0,0,0,0,0,0,2,5.240740741,50
424,424," I am original, coming up with new ideas.",0,1,0,0,0,0,0,0,0,0,5.240740741,41
425,425, I get things done quickly.,0,0,0,0,0,0,0,0,0,0,5.111111111,27
426,426, I find it difficult to approach others.,0,0,0,1,0,0,0,0,0,0,1.444444444,40
427,427, I am interested in people.,0,0,1,0,0,1,0,0,0,1,4.555555556,27
428,428, I like to begin new things.,0,0,0,0,0,0,0,0,0,0,4.592592593,28
429,429, I consider myself an average person.,0,0,0,0,0,0,0,0,0,0,3.037037037,37
430,430, I avoid difficult reading material.,0,0,0,2,0,0,0,0,1,1,1.592592593,36
431,431, I don't know why I do some of the things I do.,0,0,0,0,0,0,0,0,0,0,1.574074074,47
432,432, I love action.,0,0,0,0,1,0,0,0,0,2,3.759259259,15
433,433, I go straight for the goal.,0,0,0,0,0,0,0,0,0,0,4.518518519,28
434,434, I am good at many things.,0,1,0,0,1,0,1,1,0,1,5.111111111,26
435,435, I love to help others.,0,0,0,0,1,0,0,0,0,1,5.185185185,23
436,436, I try to understand myself.,0,0,0,0,0,0,0,0,0,0,4.574074074,28
